ref_chrom	qry_contig	n	total_kb
seq00000085_70	S-latissima_F_contig3758	1	12.8
seq00000085_70	S-latissima_F_contig3834	1	12.3
seq00000085_70	S-latissima_F_contig3142	2	12.1
seq00000085_70	S-latissima_F_contig3687	1	11.8
seq00000085_70	S-latissima_F_contig3066	1	10.4
seq00000085_70	S-latissima_F_contig3777	1	10
seq00000085_70	S-latissima_F_contig3286	1	8.3
seq00000085_70	S-latissima_F_contig3002	1	8
seq00000085_70	S-latissima_F_contig3611	1	8
seq00000085_70	S-latissima_F_contig3978	1	7.5
seq00000085_70	S-latissima_F_contig4333	1	5.7
seq00000085_70	S-latissima_F_contig4352	1	5.6
seq00000085_70	S-latissima_F_contig4346	1	5.1
seq00000085_70	S-latissima_F_contig4482	1	5
seq00000086_01	SL_09	53	3627.3
seq00000086_01	S-latissima_F_contig1533	2	82.3
seq00000086_01	S-latissima_F_contig1912	1	69.4
seq00000086_01	S-latissima_F_contig1943	2	67
seq00000086_01	S-latissima_F_contig1725	2	66.1
seq00000086_01	S-latissima_F_contig2116	1	63.5
seq00000086_01	S-latissima_F_contig2094	2	53.6
seq00000086_01	S-latissima_F_contig2285	2	48.5
seq00000086_01	S-latissima_F_contig2174	2	42.8
seq00000086_01	S-latissima_F_contig2078	3	41.2
seq00000086_01	S-latissima_F_contig2424	1	40.4
seq00000086_01	S-latissima_F_contig2646	1	40.2
seq00000086_01	S-latissima_F_contig1508	2	38.1
seq00000086_01	S-latissima_F_contig2676	2	34.5
seq00000086_01	S-latissima_F_contig1331	4	34
seq00000086_01	S-latissima_F_contig2414	1	32.8
seq00000086_01	S-latissima_F_contig2860	1	32.8
seq00000086_01	S-latissima_F_contig2916	1	30.6
seq00000086_01	S-latissima_F_contig2749	1	28.7
seq00000086_01	S-latissima_F_contig3018	1	28
seq00000086_01	S-latissima_F_contig3032	1	27.9
seq00000086_01	S-latissima_F_contig3123	2	25.7
seq00000086_01	S-latissima_F_contig2011	1	24.2
seq00000086_01	S-latissima_F_contig2572	2	23.8
seq00000086_01	S-latissima_F_contig3220	1	23.3
seq00000086_01	S-latissima_F_contig3100	1	23.1
seq00000086_01	S-latissima_F_contig3150	1	22.8
seq00000086_01	S-latissima_F_contig2300	1	18.9
seq00000086_01	S-latissima_F_contig2938	1	18
seq00000086_01	S-latissima_F_contig3643	1	15.2
seq00000086_01	S-latissima_F_contig2988	2	14.6
seq00000086_01	S-latissima_F_contig3573	1	13
seq00000086_01	S-latissima_F_contig2919	1	11.7
seq00000086_01	S-latissima_F_contig3857	1	11.5
seq00000086_01	S-latissima_F_contig3312	1	11.2
seq00000086_01	S-latissima_F_contig3840	1	11
seq00000086_01	S-latissima_F_contig3846	1	11
seq00000086_01	S-latissima_F_contig3808	1	10.3
seq00000086_01	S-latissima_F_contig3907	1	10.1
seq00000086_01	S-latissima_F_contig3897	1	8.7
seq00000086_01	S-latissima_F_contig4186	1	7.5
seq00000086_01	S-latissima_F_contig2828	1	7.2
seq00000086_01	S-latissima_F_contig4334	1	6
seq00000086_01	S-latissima_F_contig4196	1	5.8
seq00000087_88_67	SL_14	97	6464.6
seq00000087_88_67	S-latissima_F_contig1491	1	102.7
seq00000087_88_67	S-latissima_F_contig1749	2	82.1
seq00000087_88_67	S-latissima_F_contig1882	1	72.8
seq00000087_88_67	S-latissima_F_contig2016	1	58.9
seq00000087_88_67	S-latissima_F_contig1834	3	47.4
seq00000087_88_67	S-latissima_F_contig1284	1	46.3
seq00000087_88_67	S-latissima_F_contig1996	3	44
seq00000087_88_67	S-latissima_F_contig2549	1	42.9
seq00000087_88_67	S-latissima_F_contig2481	2	34
seq00000087_88_67	S-latissima_F_contig2540	1	31.1
seq00000087_88_67	S-latissima_F_contig2308	1	30
seq00000087_88_67	S-latissima_F_contig2419	1	29.6
seq00000087_88_67	S-latissima_F_contig2643	1	28.4
seq00000087_88_67	S-latissima_F_contig2685	1	27.5
seq00000087_88_67	S-latissima_F_contig2761	2	27.5
seq00000087_88_67	S-latissima_F_contig3117	1	26.3
seq00000087_88_67	S-latissima_F_contig3076	1	25.3
seq00000087_88_67	S-latissima_F_contig3212	1	23.6
seq00000087_88_67	S-latissima_F_contig3160	1	22.9
seq00000087_88_67	S-latissima_F_contig2552	1	22
seq00000087_88_67	S-latissima_F_contig3019	1	21.1
seq00000087_88_67	S-latissima_F_contig2645	1	20.5
seq00000087_88_67	S-latissima_F_contig3107	1	19.5
seq00000087_88_67	S-latissima_F_contig3122	1	18.3
seq00000087_88_67	S-latissima_F_contig2161	1	18.1
seq00000087_88_67	S-latissima_F_contig3492	1	17.9
seq00000087_88_67	S-latissima_F_contig3501	1	16.8
seq00000087_88_67	S-latissima_F_contig3406	1	15.2
seq00000087_88_67	S-latissima_F_contig3112	1	15.1
seq00000087_88_67	S-latissima_F_contig3608	1	14.4
seq00000087_88_67	S-latissima_F_contig3698	1	14.3
seq00000087_88_67	S-latissima_F_contig3237	1	13.4
seq00000087_88_67	S-latissima_F_contig3710	1	11.8
seq00000087_88_67	S-latissima_F_contig3842	1	10.8
seq00000087_88_67	S-latissima_F_contig3377	1	10.6
seq00000087_88_67	S-latissima_F_contig3275	1	7.4
seq00000087_88_67	S-latissima_F_contig4249	1	6.7
seq00000087_88_67	S-latissima_F_contig4278	1	6.6
seq00000087_88_67	S-latissima_F_contig3425	1	6.3
seq00000087_88_67	S-latissima_F_contig3961	1	6.1
seq00000087_88_67	S-latissima_F_contig3435	1	5
seq00000092	SL_23	116	7519.1
seq00000092	S-latissima_F_contig748	5	167.9
seq00000092	S-latissima_F_contig961	3	150
seq00000092	S-latissima_F_contig1181	1	133.2
seq00000092	S-latissima_F_contig1477	2	101.3
seq00000092	S-latissima_F_contig1601	1	99.7
seq00000092	S-latissima_F_contig1043	5	93.9
seq00000092	S-latissima_F_contig1728	1	87.8
seq00000092	S-latissima_F_contig1147	2	87.1
seq00000092	S-latissima_F_contig1770	3	76.4
seq00000092	S-latissima_F_contig1979	1	72.4
seq00000092	S-latissima_F_contig2098	1	61.5
seq00000092	S-latissima_F_contig2067	2	59.8
seq00000092	S-latissima_F_contig1899	2	53.6
seq00000092	S-latissima_F_contig2250	1	50.3
seq00000092	S-latissima_F_contig2310	1	49.3
seq00000092	S-latissima_F_contig2214	2	48.8
seq00000092	S-latissima_F_contig2435	1	48.4
seq00000092	S-latissima_F_contig2415	1	47.1
seq00000092	S-latissima_F_contig2582	2	41.1
seq00000092	S-latissima_F_contig2409	1	40.4
seq00000092	S-latissima_F_contig2047	2	37.6
seq00000092	S-latissima_F_contig2741	1	37.2
seq00000092	S-latissima_F_contig2814	1	31.2
seq00000092	S-latissima_F_contig2929	1	31.1
seq00000092	S-latissima_F_contig2784	1	29.6
seq00000092	S-latissima_F_contig2577	1	26
seq00000092	S-latissima_F_contig3211	1	23.7
seq00000092	S-latissima_F_contig2662	2	22.5
seq00000092	S-latissima_F_contig3330	1	20.2
seq00000092	S-latissima_F_contig3172	1	19.7
seq00000092	S-latissima_F_contig2004	1	19.3
seq00000092	S-latissima_F_contig2974	1	16.4
seq00000092	S-latissima_F_contig2571	1	16
seq00000092	S-latissima_F_contig3213	1	15.6
seq00000092	S-latissima_F_contig3339	1	12.2
seq00000092	S-latissima_F_contig3255	1	11.5
seq00000092	S-latissima_F_contig3192	1	10.9
seq00000092	S-latissima_F_contig2819	1	10.5
seq00000092	S-latissima_F_contig3723	1	9.9
seq00000092	S-latissima_F_contig4032	1	8.9
seq00000092	S-latissima_F_contig2897	1	7.6
seq00000092	S-latissima_F_contig4103	1	7.3
seq00000092	S-latissima_F_contig3323	1	7.1
seq00000092	S-latissima_F_contig3944	1	6.1
seq00000103	SL_25	64	4485.1
seq00000103	S-latissima_F_contig529	5	218.5
seq00000103	S-latissima_F_contig446	3	190.1
seq00000103	S-latissima_F_contig724	3	184.7
seq00000103	S-latissima_F_contig917	2	168.3
seq00000103	S-latissima_F_contig1126	2	137.8
seq00000103	S-latissima_F_contig1053	4	125.4
seq00000103	S-latissima_F_contig1387	2	116.3
seq00000103	S-latissima_F_contig1582	2	84.3
seq00000103	S-latissima_F_contig1781	1	76.8
seq00000103	S-latissima_F_contig1515	3	65.6
seq00000103	S-latissima_F_contig2096	1	57
seq00000103	S-latissima_F_contig2039	4	52.9
seq00000103	S-latissima_F_contig1795	2	52.1
seq00000103	S-latissima_F_contig2421	1	49
seq00000103	S-latissima_F_contig2032	3	46.8
seq00000103	S-latissima_F_contig2387	1	46.6
seq00000103	S-latissima_F_contig2231	1	45.1
seq00000103	S-latissima_F_contig1988	1	43.4
seq00000103	S-latissima_F_contig2597	1	42.9
seq00000103	S-latissima_F_contig2457	1	40.7
seq00000103	S-latissima_F_contig1535	2	40.4
seq00000103	S-latissima_F_contig2714	1	38.9
seq00000103	S-latissima_F_contig2707	1	36.6
seq00000103	S-latissima_F_contig2252	1	31.1
seq00000103	S-latissima_F_contig2968	1	28.4
seq00000103	S-latissima_F_contig3011	1	25.7
seq00000103	S-latissima_F_contig1999	2	25.5
seq00000103	S-latissima_F_contig2278	1	25.2
seq00000103	S-latissima_F_contig3099	1	25.1
seq00000103	S-latissima_F_contig2989	1	25
seq00000103	S-latissima_F_contig2875	2	24.9
seq00000103	S-latissima_F_contig2908	1	23.7
seq00000103	S-latissima_F_contig3244	1	22.3
seq00000103	S-latissima_F_contig3282	1	22
seq00000103	S-latissima_F_contig2218	1	21.5
seq00000103	S-latissima_F_contig2871	1	19.8
seq00000103	S-latissima_F_contig3565	1	16
seq00000103	S-latissima_F_contig3689	1	14.2
seq00000103	S-latissima_F_contig3296	1	13.6
seq00000103	S-latissima_F_contig2747	1	13.3
seq00000103	S-latissima_F_contig3671	1	13
seq00000103	S-latissima_F_contig3092	1	12.8
seq00000103	S-latissima_F_contig3279	1	12.6
seq00000103	S-latissima_F_contig3914	1	10.8
seq00000103	S-latissima_F_contig3794	1	10.4
seq00000103	S-latissima_F_contig3923	1	9.7
seq00000103	S-latissima_F_contig3769	1	9.4
seq00000103	S-latissima_F_contig4066	1	8.9
seq00000103	S-latissima_F_contig3708	1	7.9
seq00000103	S-latissima_F_contig3139	1	6.9
seq00000103	S-latissima_F_contig3862	1	6.8
seq00000103	S-latissima_F_contig3844	1	6.6
seq00000103	S-latissima_F_contig4306	1	6.4
seq00000103	S-latissima_F_contig3374	1	6.2
seq00000103	S-latissima_F_contig4357	1	5.4
seq00000103	S-latissima_F_contig4312	1	4.6
seq00000114_90	SL_11	139	8244
seq00000114_90	S-latissima_F_contig723	3	208.3
seq00000114_90	S-latissima_F_contig1051	2	156.9
seq00000114_90	S-latissima_F_contig1209	3	121.5
seq00000114_90	S-latissima_F_contig1513	1	96.7
seq00000114_90	S-latissima_F_contig1797	2	80.1
seq00000114_90	S-latissima_F_contig1757	2	79.4
seq00000114_90	S-latissima_F_contig1805	3	77.3
seq00000114_90	S-latissima_F_contig1486	1	76
seq00000114_90	S-latissima_F_contig1932	2	71.6
seq00000114_90	S-latissima_F_contig2014	1	70.9
seq00000114_90	S-latissima_F_contig1175	1	66.9
seq00000114_90	S-latissima_F_contig2085	2	65.7
seq00000114_90	S-latissima_F_contig2035	1	63.3
seq00000114_90	S-latissima_F_contig2121	1	61.5
seq00000114_90	S-latissima_F_contig1680	3	53.5
seq00000114_90	S-latissima_F_contig2178	1	49.2
seq00000114_90	S-latissima_F_contig2376	1	46.2
seq00000114_90	S-latissima_F_contig2411	3	46.1
seq00000114_90	S-latissima_F_contig2325	1	43.5
seq00000114_90	S-latissima_F_contig2210	3	43.4
seq00000114_90	S-latissima_F_contig2601	1	39.5
seq00000114_90	S-latissima_F_contig1929	2	37.3
seq00000114_90	S-latissima_F_contig2697	1	35.6
seq00000114_90	S-latissima_F_contig2798	1	34.4
seq00000114_90	S-latissima_F_contig2542	1	31.3
seq00000114_90	S-latissima_F_contig3075	1	26.4
seq00000114_90	S-latissima_F_contig2692	1	26.3
seq00000114_90	S-latissima_F_contig3027	1	26.2
seq00000114_90	S-latissima_F_contig3088	1	26.1
seq00000114_90	S-latissima_F_contig2722	1	24
seq00000114_90	S-latissima_F_contig3014	1	23
seq00000114_90	S-latissima_F_contig2835	1	22.8
seq00000114_90	S-latissima_F_contig3457	2	18.8
seq00000114_90	S-latissima_F_contig2655	1	18.3
seq00000114_90	S-latissima_F_contig3404	1	18.3
seq00000114_90	S-latissima_F_contig3110	1	17.7
seq00000114_90	S-latissima_F_contig3452	1	17.1
seq00000114_90	S-latissima_F_contig3062	1	15.8
seq00000114_90	S-latissima_F_contig3599	1	15.8
seq00000114_90	S-latissima_F_contig3622	1	15.8
seq00000114_90	S-latissima_F_contig3549	1	15.7
seq00000114_90	S-latissima_F_contig2396	2	15.4
seq00000114_90	S-latissima_F_contig3646	1	14.8
seq00000114_90	S-latissima_F_contig3868	1	10.5
seq00000114_90	S-latissima_F_contig3966	1	10.1
seq00000114_90	S-latissima_F_contig3480	1	9.8
seq00000114_90	S-latissima_F_contig3779	1	9.7
seq00000114_90	S-latissima_F_contig3221	1	9.4
seq00000114_90	S-latissima_F_contig3650	1	9.3
seq00000114_90	S-latissima_F_contig3941	1	8.3
seq00000114_90	S-latissima_F_contig3882	1	7.9
seq00000114_90	S-latissima_F_contig3811	1	7.4
seq00000114_90	S-latissima_F_contig3943	1	7
seq00000114_90	S-latissima_F_contig3697	1	6.6
seq00000114_90	S-latissima_F_contig4262	1	6.6
seq00000114_90	S-latissima_F_contig4188	1	6.4
seq00000114_90	S-latissima_F_contig3407	1	6.3
seq00000114_90	S-latissima_F_contig4130	1	5.6
seq00000114_90	S-latissima_F_contig4354	1	5.5
seq00000114_90	S-latissima_F_contig4197	1	5.4
seq00000114_90	S-latissima_F_contig4014	1	5.3
seq00000114_90	S-latissima_F_contig4466	1	5.3
seq00000114_90	S-latissima_F_contig4471	1	5
seq00000125	SL_06	82	4740.7
seq00000125	S-latissima_F_contig708	4	196.2
seq00000125	S-latissima_F_contig1129	2	119.5
seq00000125	S-latissima_F_contig1370	4	79
seq00000125	S-latissima_F_contig1809	3	73.2
seq00000125	S-latissima_F_contig1778	1	69.9
seq00000125	S-latissima_F_contig2312	1	50.6
seq00000125	S-latissima_F_contig2280	2	49.2
seq00000125	S-latissima_F_contig1937	3	48.6
seq00000125	S-latissima_F_contig2378	1	46.1
seq00000125	S-latissima_F_contig2327	1	44.8
seq00000125	S-latissima_F_contig2633	3	38.7
seq00000125	S-latissima_F_contig1711	1	33.9
seq00000125	S-latissima_F_contig2903	1	30.5
seq00000125	S-latissima_F_contig3128	1	23.3
seq00000125	S-latissima_F_contig2486	1	22.9
seq00000125	S-latissima_F_contig2715	2	21.9
seq00000125	S-latissima_F_contig2900	1	20.4
seq00000125	S-latissima_F_contig3301	1	19.9
seq00000125	S-latissima_F_contig3074	1	19.4
seq00000125	S-latissima_F_contig3451	1	18.9
seq00000125	S-latissima_F_contig2197	1	17.8
seq00000125	S-latissima_F_contig2369	1	15.5
seq00000125	S-latissima_F_contig3481	1	15.5
seq00000125	S-latissima_F_contig2274	1	15.3
seq00000125	S-latissima_F_contig2592	2	15
seq00000125	S-latissima_F_contig3792	1	13
seq00000125	S-latissima_F_contig3477	1	12.3
seq00000125	S-latissima_F_contig3289	1	11.2
seq00000125	S-latissima_F_contig2850	1	11
seq00000125	S-latissima_F_contig2862	1	9.8
seq00000125	S-latissima_F_contig3962	1	8.7
seq00000125	S-latissima_F_contig4356	1	6
seq00000125	S-latissima_F_contig3704	1	5.8
seq00000125	S-latissima_F_contig3869	1	5.1
seq00000136	SL_12	74	4773.4
seq00000136	S-latissima_F_contig808	2	120.3
seq00000136	S-latissima_F_contig836	3	118.3
seq00000136	S-latissima_F_contig1163	2	111.2
seq00000136	S-latissima_F_contig1484	1	110.7
seq00000136	S-latissima_F_contig1439	2	107
seq00000136	S-latissima_F_contig1261	2	103.9
seq00000136	S-latissima_F_contig1746	3	84.3
seq00000136	S-latissima_F_contig1659	2	79.3
seq00000136	S-latissima_F_contig1817	1	76.2
seq00000136	S-latissima_F_contig1624	2	65.8
seq00000136	S-latissima_F_contig2140	2	64
seq00000136	S-latissima_F_contig1866	2	52.8
seq00000136	S-latissima_F_contig2383	1	50.1
seq00000136	S-latissima_F_contig2219	1	49.8
seq00000136	S-latissima_F_contig2304	1	45.3
seq00000136	S-latissima_F_contig2546	2	45.1
seq00000136	S-latissima_F_contig2452	1	44.4
seq00000136	S-latissima_F_contig1981	2	41
seq00000136	S-latissima_F_contig2525	1	39.8
seq00000136	S-latissima_F_contig2235	1	37.3
seq00000136	S-latissima_F_contig2309	1	34.3
seq00000136	S-latissima_F_contig2427	1	32.9
seq00000136	S-latissima_F_contig2899	1	32
seq00000136	S-latissima_F_contig2170	1	24.9
seq00000136	S-latissima_F_contig2400	1	20.6
seq00000136	S-latissima_F_contig3342	1	20.4
seq00000136	S-latissima_F_contig3243	1	19.7
seq00000136	S-latissima_F_contig3467	1	17.8
seq00000136	S-latissima_F_contig2831	2	16.2
seq00000136	S-latissima_F_contig3546	1	15.3
seq00000136	S-latissima_F_contig3495	1	15.2
seq00000136	S-latissima_F_contig3227	2	12.6
seq00000136	S-latissima_F_contig3214	2	12
seq00000136	S-latissima_F_contig3327	1	10.9
seq00000136	S-latissima_F_contig4080	1	8.6
seq00000136	S-latissima_F_contig3970	1	8.5
seq00000136	S-latissima_F_contig3094	1	8.3
seq00000136	S-latissima_F_contig3432	1	8.2
seq00000136	S-latissima_F_contig3084	1	7.7
seq00000136	S-latissima_F_contig3234	1	6.2
seq00000136	S-latissima_F_contig4384	1	5.8
seq00000136	S-latissima_F_contig4137	1	5.7
seq00000136	S-latissima_F_contig3865	1	4.7
